macrepo		dcterms:title	dcterms:creator	dcterms:subject	dcterms:description	dcterms:publisher	dcterms:date	dcterms:type	dcterms:format	dcterms:identifier	dcterms:language	dcterms:coverage	dcterms:rights	dcterms:format	dcterms:format	dcterms:identifier	dcterms:coverage																																																																																																																							dcterms:subject																									dcterms:contributor																				TIFF_URL	JP2000_URL	dcterms:relation
8834		Quimper-Pont L'Abbe	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	65 x 81 cm.	macrepo:8834	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Quimper, Pont l'Abbé																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8834/datastream/OBJ/macrepo%3A8834.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8834/datastream/JP2/macrepo%3A8834.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8834
8835		Loviers-Evreux	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	65 x 87 cm.	macrepo:8835	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Louviers, Évreux																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8835/datastream/OBJ/macrepo%3A8835.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8835/datastream/JP2/macrepo%3A8835.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8835
8836		Libourne	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	64 x 82 cm.	macrepo:8836	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Libourne																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8836/datastream/OBJ/macrepo%3A8836.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8836/datastream/JP2/macrepo%3A8836.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8836
8837		Blois	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 82 cm.	macrepo:8837	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Blois																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8837/datastream/OBJ/macrepo%3A8837.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8837/datastream/JP2/macrepo%3A8837.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8837
8838		Rochefort sur Mer-Saintes	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	62 x 84 cm.	macrepo:8838	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Rochefort-sur-Mer, Saintes																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8838/datastream/OBJ/macrepo%3A8838.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8838/datastream/JP2/macrepo%3A8838.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8838
8839		St. Étienne	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	63 x 83 cm.	macrepo:8839	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Saint-Étienne																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8839/datastream/OBJ/macrepo%3A8839.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8839/datastream/JP2/macrepo%3A8839.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8839
8840		Poitiers	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 82 cm.	macrepo:8840	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Poitiers																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8840/datastream/OBJ/macrepo%3A8840.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8840/datastream/JP2/macrepo%3A8840.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8840
8841		Gien	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 83 cm.	macrepo:8841	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Gien																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8841/datastream/OBJ/macrepo%3A8841.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8841/datastream/JP2/macrepo%3A8841.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8841
8842		Autun	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 82 cm.	macrepo:8842	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Autun																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8842/datastream/OBJ/macrepo%3A8842.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8842/datastream/JP2/macrepo%3A8842.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8842
8843		Angers Saumur	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	66 x 80 cm.	macrepo:8843	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Angers, Saumur																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8843/datastream/OBJ/macrepo%3A8843.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8843/datastream/JP2/macrepo%3A8843.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8843
8844		Avignon	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 81 cm.	macrepo:8844	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Avignon																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8844/datastream/OBJ/macrepo%3A8844.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8844/datastream/JP2/macrepo%3A8844.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8844
8845		Périgueux	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	63 x 86 cm.	macrepo:8845	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Périgueux																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8845/datastream/OBJ/macrepo%3A8845.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8845/datastream/JP2/macrepo%3A8845.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8845
8846		Avranches-Fougères	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	64 x 80 cm.	macrepo:8846	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Avranches, Fougères																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8846/datastream/OBJ/macrepo%3A8846.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8846/datastream/JP2/macrepo%3A8846.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8846
8858		Leeuwarden	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 2541. 1st ed.	Ordnance Survey	1943	Topographic maps	64 x 105 cm.	macrepo:8858	eng	Netherlands	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Netherlands--Leeuwarden																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8858/datastream/OBJ/macrepo%3A8858.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8858/datastream/JP2/macrepo%3A8858.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8858
8859		Den Helder	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 2541. 1st ed.	Ordnance Survey	1944	Topographic maps	62 x 109 cm.	macrepo:8859	eng	Netherlands	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Netherlands--Dan Helder																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8859/datastream/OBJ/macrepo%3A8859.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8859/datastream/JP2/macrepo%3A8859.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8859
8860		s Hertogenbosch	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 2541. 3rd ed.	Ordnance Survey	1943	Topographic maps	64 x 91 cm.	macrepo:8860	eng	Netherlands	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Netherlands--s-Hertogenbosch																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8860/datastream/OBJ/macrepo%3A8860.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8860/datastream/JP2/macrepo%3A8860.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8860
8861		Utrecht	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 2541. 3rd ed.	Ordnance Survey	1943	Topographic maps	62 x 89 cm.	macrepo:8861	eng	Netherlands	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Netherlands--Utrecht																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8861/datastream/OBJ/macrepo%3A8861.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8861/datastream/JP2/macrepo%3A8861.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8861
8862		Middelburg	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 2541. 3rd ed.	Ordnance Survey	1943	Topographic maps	64 x 61 cm.	macrepo:8862	eng	Netherlands	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Netherlands--Middelburg																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8862/datastream/OBJ/macrepo%3A8862.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8862/datastream/JP2/macrepo%3A8862.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8862
8863		Rotterdam	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 2541. 3rd ed.	Ordnance Survey	1944	Topographic maps	63 x 89 cm.	macrepo:8863	eng	Netherlands	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Netherlands--Rotterdam																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8863/datastream/OBJ/macrepo%3A8863.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8863/datastream/JP2/macrepo%3A8863.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8863
8866		Verdun	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed.	[London]: War Office	1943	Topographic maps	62 x 86 cm.	macrepo:8866	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Verdun																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8866/datastream/OBJ/macrepo%3A8866.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8866/datastream/JP2/macrepo%3A8866.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8866
8867		Dunkerque: Belgium & N.E. France 1:100,000			GSGS (Series); 4336. 2nd ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	map	macrepo:8867	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	image/tif	1:100,000	local: ww2_Belgium_100k_01	Europe--France--Dunkerque																																																																																																																																																Great Britain. War Office. General Staff. Geographical Section.																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8867/datastream/OBJ/macrepo%3A8867.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8867/datastream/JP2/macrepo%3A8867.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8867
8868		Antwerp	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	63 x 86 cm.	macrepo:8868	eng	Belgium	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Belgium--Antwerp																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8868/datastream/OBJ/macrepo%3A8868.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8868/datastream/JP2/macrepo%3A8868.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8868
8869		St. Quentin	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	64 x 89 cm.	macrepo:8869	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Saint-Quentin																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8869/datastream/OBJ/macrepo%3A8869.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8869/datastream/JP2/macrepo%3A8869.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8869
8870		Valenciennes	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1942	Topographic maps	65 x 89 cm.	macrepo:8870	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Valenciennes																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8870/datastream/OBJ/macrepo%3A8870.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8870/datastream/JP2/macrepo%3A8870.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8870
8871		Tournai	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1942	Topographic maps	63 x 89 cm.	macrepo:8871	eng	Belgium	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Belgium--Tournai																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8871/datastream/OBJ/macrepo%3A8871.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8871/datastream/JP2/macrepo%3A8871.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8871
8872		Reims	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	62 x 87 cm.	macrepo:8872	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Reims																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8872/datastream/OBJ/macrepo%3A8872.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8872/datastream/JP2/macrepo%3A8872.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8872
8873		Liége	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	65 x 89 cm.	macrepo:8873	eng	Belgium	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Belgium--Liège																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8873/datastream/OBJ/macrepo%3A8873.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8873/datastream/JP2/macrepo%3A8873.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8873
8874		Arlon	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	64 x 87 cm.	macrepo:8874	eng	Belgium	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Belgium--Arlon																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8874/datastream/OBJ/macrepo%3A8874.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8874/datastream/JP2/macrepo%3A8874.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8874
8875		Beauvais	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	63 x 89 cm.	macrepo:8875	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Beauvais																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8875/datastream/OBJ/macrepo%3A8875.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8875/datastream/JP2/macrepo%3A8875.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8875
8876		Lens	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1942	Topographic maps	64 x 89 cm.	macrepo:8876	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Lens																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8876/datastream/OBJ/macrepo%3A8876.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8876/datastream/JP2/macrepo%3A8876.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8876
8877		Brussels	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	63 x 89 cm.	macrepo:8877	eng	Belgium	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Belgium--Brussels																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8877/datastream/OBJ/macrepo%3A8877.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8877/datastream/JP2/macrepo%3A8877.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8877
8878		Namur	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	63 x 89 cm.	macrepo:8878	eng	Belgium	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Belgium--Namur																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8878/datastream/OBJ/macrepo%3A8878.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8878/datastream/JP2/macrepo%3A8878.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8878
8879		Soissons	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	63 x 89 cm.	macrepo:8879	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Soissons																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8879/datastream/OBJ/macrepo%3A8879.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8879/datastream/JP2/macrepo%3A8879.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8879
8880		Maeseyck	Great Britain. War Office. General Staff. Geographical Section.	Topographic maps	GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	topographic map	63 x 86 cm.	macrepo:8880	eng	Belgium	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Belgium--Maeseyck																																																																																																																							Topographic maps--Belgium																																													https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8880/datastream/OBJ/macrepo%3A8880.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8880/datastream/JP2/macrepo%3A8880.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8880
8881		Amiens	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	64 x 87 cm.	macrepo:8881	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Amiens																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8881/datastream/OBJ/macrepo%3A8881.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8881/datastream/JP2/macrepo%3A8881.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8881
8882		Calais	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	79 x 58 cm.	macrepo:8882	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Calais																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8882/datastream/OBJ/macrepo%3A8882.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8882/datastream/JP2/macrepo%3A8882.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8882
8883		Marche	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	63 x 89 cm.	macrepo:8883	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Marche																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8883/datastream/OBJ/macrepo%3A8883.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8883/datastream/JP2/macrepo%3A8883.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8883
8884		Mézières	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	65 x 89 cm.	macrepo:8884	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Mézières																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8884/datastream/OBJ/macrepo%3A8884.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8884/datastream/JP2/macrepo%3A8884.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8884
8886		Ghent	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1943	Topographic maps	63 x 86 cm.	macrepo:8886	eng	Belgium	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--Belgium--Ghent																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8886/datastream/OBJ/macrepo%3A8886.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8886/datastream/JP2/macrepo%3A8886.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8886
8887		Hazebrouck	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4336. 1st ed. "Compiled from G.SG.S. 2364."	[London]: War Office	1942	Topographic maps	63 x 89 cm.	macrepo:8887	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Hazebrouck																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8887/datastream/OBJ/macrepo%3A8887.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8887/datastream/JP2/macrepo%3A8887.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8887
